Solution via 4th Order Runge-Kutta Method.
t_inicial = 0, total steps = 1000, t_final = 50
Stept X Y Z
596 29.8 0.0205535 0.0203647 0.000168574
597 29.85 0.0204593 0.0202714 0.000167033
598 29.9 0.0203656 0.0201786 0.000165506
599 29.95 0.0202723 0.0200861 0.000163993
600 30 0.0201794 0.0199941 0.000162493
601 30.05 0.020087 0.0199025 0.000161008
602 30.1 0.019995 0.0198114 0.000159536
603 30.15 0.0199034 0.0197206 0.000158078
604 30.2 0.0198122 0.0196303 0.000156633
605 30.25 0.0197215 0.0195404 0.000155201
606 30.3 0.0196311 0.0194509 0.000153782
607 30.35 0.0195412 0.0193618 0.000152377
608 30.4 0.0194517 0.0192731 0.000150984
609 30.45 0.0193626 0.0191849 0.000149604
610 30.5 0.0192739 0.019097 0.000148236
611 30.55 0.0191857 0.0190095 0.000146882
612 30.6 0.0190978 0.0189225 0.000145539
613 30.65 0.0190103 0.0188358 0.000144209
614 30.7 0.0189233 0.0187495 0.000142891
615 30.75 0.0188366 0.0186637 0.000141585
616 30.8 0.0187503 0.0185782 0.000140291
617 30.85 0.0186645 0.0184931 0.000139009
618 30.9 0.018579 0.0184084 0.000137738
619 30.95 0.0184939 0.0183241 0.000136479
620 31 0.0184092 0.0182402 0.000135232
621 31.05 0.0183249 0.0181567 0.000133996
622 31.1 0.018241 0.0180735 0.000132772
623 31.15 0.0181575 0.0179908 0.000131558
624 31.2 0.0180743 0.0179084 0.000130356
625 31.25 0.0179915 0.0178264 0.000129165
626 31.3 0.0179092 0.0177448 0.000127985
627 31.35 0.0178271 0.0176635 0.000126815
628 31.4 0.0177455 0.0175826 0.000125656
629 31.45 0.0176643 0.0175021 0.000124508
630 31.5 0.0175834 0.017422 0.00012337
631 31.55 0.0175029 0.0173422 0.000122243
632 31.6 0.0174227 0.0172628 0.000121126
633 31.65 0.0173429 0.0171838 0.000120019
634 31.7 0.0172635 0.0171051 0.000118922
635 31.75 0.0171845 0.0170268 0.000117836
636 31.8 0.0171058 0.0169488 0.000116759
637 31.85 0.0170275 0.0168712 0.000115692
638 31.9 0.0169495 0.016794 0.000114635
639 31.95 0.0168719 0.0167171 0.000113588
640 32 0.0167947 0.0166405 0.00011255
641 32.05 0.0167178 0.0165643 0.000111522
642 32.1 0.0166412 0.0164885 0.000110503
643 32.15 0.0165651 0.016413 0.000109493
644 32.2 0.0164892 0.0163379 0.000108493
645 32.25 0.0164137 0.0162631 0.000107502
646 32.3 0.0163386 0.0161886 0.000106519
647 32.35 0.0162638 0.0161145 0.000105546
648 32.4 0.0161893 0.0160407 0.000104582
649 32.45 0.0161152 0.0159673 0.000103627
650 32.5 0.0160414 0.0158942 0.00010268
651 32.55 0.015968 0.0158215 0.000101742
652 32.6 0.0158949 0.015749 0.000100812
653 32.65 0.0158221 0.0156769 9.98915e-05
654 32.7 0.0157497 0.0156052 9.89789e-05
655 32.75 0.0156776 0.0155337 9.80747e-05
656 32.8 0.0156058 0.0154626 9.71788e-05
657 32.85 0.0155344 0.0153918 9.62911e-05
658 32.9 0.0154633 0.0153214 9.54114e-05
659 32.95 0.0153925 0.0152513 9.45399e-05
660 33 0.015322 0.0151814 9.36763e-05
661 33.05 0.0152519 0.0151119 9.28206e-05
662 33.1 0.0151821 0.0150428 9.19727e-05
663 33.15 0.0151126 0.0149739 9.11326e-05
664 33.2 0.0150434 0.0149054 9.03001e-05
665 33.25 0.0149746 0.0148371 8.94753e-05
666 33.3 0.014906 0.0147692 8.8658e-05
667 33.35 0.0148378 0.0147016 8.78482e-05
668 33.4 0.0147699 0.0146343 8.70457e-05
669 33.45 0.0147023 0.0145674 8.62507e-05
670 33.5 0.014635 0.0145007 8.54628e-05
671 33.55 0.014568 0.0144343 8.46822e-05
672 33.6 0.0145013 0.0143682 8.39088e-05
673 33.65 0.0144349 0.0143025 8.31424e-05
674 33.7 0.0143689 0.014237 8.2383e-05
675 33.75 0.0143031 0.0141719 8.16305e-05
676 33.8 0.0142376 0.014107 8.08849e-05
677 33.85 0.0141725 0.0140424 8.01462e-05
678 33.9 0.0141076 0.0139782 7.94142e-05
679 33.95 0.014043 0.0139142 7.86889e-05
680 34 0.0139788 0.0138505 7.79702e-05
681 34.05 0.0139148 0.0137871 7.72581e-05
682 34.1 0.0138511 0.013724 7.65525e-05
683 34.15 0.0137877 0.0136612 7.58533e-05
684 34.2 0.0137246 0.0135987 7.51605e-05
685 34.25 0.0136618 0.0135364 7.44741e-05
686 34.3 0.0135993 0.0134745 7.3794e-05
687 34.35 0.013537 0.0134128 7.312e-05
688 34.4 0.0134751 0.0133514 7.24522e-05
689 34.45 0.0134134 0.0132903 7.17906e-05
690 34.5 0.013352 0.0132295 7.11349e-05
691 34.55 0.0132909 0.013169 7.04853e-05
692 34.6 0.0132301 0.0131087 6.98416e-05
693 34.65 0.0131695 0.0130487 6.92038e-05
694 34.7 0.0131093 0.012989 6.85718e-05
695 34.75 0.0130493 0.0129296 6.79456e-05
696 34.8 0.0129896 0.0128704 6.73251e-05
697 34.85 0.0129301 0.0128115 6.67103e-05
698 34.9 0.0128709 0.0127529 6.61011e-05
699 34.95 0.012812 0.0126945 6.54974e-05
700 35 0.0127534 0.0126364 6.48993e-05
701 35.05 0.012695 0.0125786 6.43067e-05
702 35.1 0.0126369 0.012521 6.37194e-05
703 35.15 0.0125791 0.0124637 6.31376e-05
704 35.2 0.0125216 0.0124067 6.2561e-05
705 35.25 0.0124643 0.0123499 6.19897e-05
706 35.3 0.0124072 0.0122934 6.14237e-05
707 35.35 0.0123504 0.0122372 6.08628e-05
708 35.4 0.0122939 0.0121812 6.0307e-05
709 35.45 0.0122377 0.0121254 5.97563e-05
710 35.5 0.0121817 0.0120699 5.92107e-05
711 35.55 0.0121259 0.0120147 5.867e-05
712 35.6 0.0120704 0.0119597 5.81343e-05
713 35.65 0.0120152 0.011905 5.76034e-05
714 35.7 0.0119602 0.0118505 5.70774e-05
715 35.75 0.0119055 0.0117963 5.65563e-05
716 35.8 0.011851 0.0117423 5.60398e-05
717 35.85 0.0117968 0.0116886 5.55281e-05
718 35.9 0.0117428 0.0116351 5.50211e-05
719 35.95 0.0116891 0.0115819 5.45187e-05
720 36 0.0116356 0.0115289 5.40209e-05
721 36.05 0.0115824 0.0114761 5.35277e-05
722 36.1 0.0115294 0.0114236 5.30389e-05
723 36.15 0.0114766 0.0113713 5.25546e-05
724 36.2 0.0114241 0.0113193 5.20748e-05
725 36.25 0.0113718 0.0112675 5.15993e-05
726 36.3 0.0113198 0.011216 5.11282e-05
727 36.35 0.011268 0.0111646 5.06614e-05
728 36.4 0.0112164 0.0111136 5.01988e-05
729 36.45 0.0111651 0.0110627 4.97405e-05
730 36.5 0.011114 0.0110121 4.92863e-05
731 36.55 0.0110632 0.0109617 4.88363e-05
732 36.6 0.0110126 0.0109116 4.83904e-05
733 36.65 0.0109622 0.0108616 4.79486e-05
734 36.7 0.010912 0.0108119 4.75108e-05
735 36.75 0.0108621 0.0107625 4.70771e-05
736 36.8 0.0108124 0.0107132 4.66472e-05
737 36.85 0.0107629 0.0106642 4.62213e-05
738 36.9 0.0107137 0.0106154 4.57993e-05
739 36.95 0.0106647 0.0105669 4.53812e-05
740 37 0.0106159 0.0105185 4.49669e-05
741 37.05 0.0105673 0.0104704 4.45563e-05
742 37.1 0.010519 0.0104225 4.41495e-05
743 37.15 0.0104708 0.0103748 4.37465e-05
744 37.2 0.0104229 0.0103273 4.33471e-05
745 37.25 0.0103752 0.0102801 4.29513e-05
746 37.3 0.0103278 0.010233 4.25592e-05
747 37.35 0.0102805 0.0101862 4.21706e-05
748 37.4 0.0102335 0.0101396 4.17856e-05
749 37.45 0.0101867 0.0100932 4.14042e-05
750 37.5 0.0101401 0.0100471 4.10262e-05
751 37.55 0.0100937 0.0100011 4.06516e-05
752 37.6 0.0100475 0.00995534 4.02805e-05
753 37.65 0.0100015 0.00990979 3.99127e-05
754 37.7 0.00995576 0.00986445 3.95484e-05
755 37.75 0.00991021 0.00981932 3.91873e-05
756 37.8 0.00986487 0.0097744 3.88296e-05
757 37.85 0.00981974 0.00972968 3.84751e-05
758 37.9 0.00977481 0.00968517 3.81238e-05
759 37.95 0.0097301 0.00964086 3.77758e-05
760 38 0.00968558 0.00959676 3.74309e-05
761 38.05 0.00964127 0.00955285 3.70892e-05
762 38.1 0.00959716 0.00950915 3.67506e-05
763 38.15 0.00955326 0.00946565 3.64151e-05
764 38.2 0.00950955 0.00942234 3.60827e-05
765 38.25 0.00946605 0.00937924 3.57533e-05
766 38.3 0.00942274 0.00933633 3.54269e-05
767 38.35 0.00937963 0.00929362 3.51035e-05
768 38.4 0.00933672 0.0092511 3.4783e-05
769 38.45 0.00929401 0.00920878 3.44655e-05
770 38.5 0.00925149 0.00916665 3.41509e-05
771 38.55 0.00920917 0.00912472 3.38391e-05
772 38.6 0.00916704 0.00908297 3.35302e-05
773 38.65 0.0091251 0.00904142 3.32241e-05
774 38.7 0.00908336 0.00900006 3.29208e-05
775 38.75 0.0090418 0.00895889 3.26203e-05
776 38.8 0.00900044 0.0089179 3.23225e-05
777 38.85 0.00895927 0.00887711 3.20275e-05
778 38.9 0.00891828 0.0088365 3.17351e-05
779 38.95 0.00887748 0.00879607 3.14454e-05
780 39 0.00883687 0.00875584 3.11583e-05
781 39.05 0.00879645 0.00871578 3.08739e-05
782 39.1 0.00875621 0.00867591 3.05921e-05
783 39.15 0.00871615 0.00863622 3.03128e-05
784 39.2 0.00867628 0.00859672 3.00361e-05
785 39.25 0.00863659 0.00855739 2.97619e-05
786 39.3 0.00859708 0.00851824 2.94903e-05
787 39.35 0.00855775 0.00847928 2.92211e-05
788 39.4 0.0085186 0.00844049 2.89543e-05
789 39.45 0.00847964 0.00840188 2.869e-05
790 39.5 0.00844085 0.00836344 2.84281e-05
791 39.55 0.00840223 0.00832518 2.81686e-05
792 39.6 0.0083638 0.0082871 2.79115e-05
793 39.65 0.00832554 0.00824919 2.76567e-05
794 39.7 0.00828745 0.00821146 2.74043e-05
795 39.75 0.00824954 0.00817389 2.71541e-05
796 39.8 0.0082118 0.0081365 2.69062e-05
797 39.85 0.00817424 0.00809928 2.66606e-05
798 39.9 0.00813685 0.00806224 2.64173e-05
799 39.95 0.00809963 0.00802536 2.61761e-05
800 40 0.00806258 0.00798864 2.59372e-05
801 40.05 0.0080257 0.0079521 2.57005e-05
802 40.1 0.00798898 0.00791573 2.54659e-05
803 40.15 0.00795244 0.00787952 2.52334e-05
804 40.2 0.00791606 0.00784347 2.50031e-05
805 40.25 0.00787985 0.0078076 2.47749e-05
806 40.3 0.00784381 0.00777188 2.45487e-05
807 40.35 0.00780793 0.00773633 2.43246e-05
808 40.4 0.00777221 0.00770094 2.41026e-05
809 40.45 0.00773666 0.00766572 2.38826e-05
810 40.5 0.00770127 0.00763065 2.36646e-05
811 40.55 0.00766604 0.00759575 2.34486e-05
812 40.6 0.00763097 0.007561 2.32346e-05
813 40.65 0.00759607 0.00752642 2.30225e-05
814 40.7 0.00756132 0.00749199 2.28124e-05
815 40.75 0.00752673 0.00745772 2.26041e-05
816 40.8 0.00749231 0.00742361 2.23978e-05
817 40.85 0.00745803 0.00738965 2.21934e-05
818 40.9 0.00742392 0.00735585 2.19908e-05
819 40.95 0.00738996 0.0073222 2.17901e-05
820 41 0.00735616 0.00728871 2.15912e-05
821 41.05 0.00732251 0.00725537 2.13941e-05
822 41.1 0.00728902 0.00722218 2.11988e-05
823 41.15 0.00725567 0.00718914 2.10053e-05
824 41.2 0.00722249 0.00715626 2.08136e-05
825 41.25 0.00718945 0.00712353 2.06236e-05
826 41.3 0.00715656 0.00709094 2.04354e-05
827 41.35 0.00712383 0.00705851 2.02489e-05
828 41.4 0.00709124 0.00702622 2.0064e-05
829 41.45 0.00705881 0.00699408 1.98809e-05
830 41.5 0.00702652 0.00696209 1.96995e-05
831 41.55 0.00699438 0.00693025 1.95197e-05
832 41.6 0.00696239 0.00689855 1.93415e-05
833 41.65 0.00693054 0.00686699 1.9165e-05
834 41.7 0.00689884 0.00683558 1.899e-05
835 41.75 0.00686728 0.00680432 1.88167e-05
836 41.8 0.00683587 0.00677319 1.8645e-05
837 41.85 0.00680461 0.00674221 1.84748e-05
838 41.9 0.00677348 0.00671137 1.83062e-05
839 41.95 0.0067425 0.00668068 1.81391e-05
840 42 0.00671166 0.00665012 1.79735e-05
841 42.05 0.00668096 0.0066197 1.78095e-05
842 42.1 0.0066504 0.00658942 1.76469e-05
843 42.15 0.00661998 0.00655928 1.74858e-05
844 42.2 0.0065897 0.00652928 1.73262e-05
845 42.25 0.00655956 0.00649942 1.71681e-05
846 42.3 0.00652956 0.00646969 1.70114e-05
847 42.35 0.00649969 0.0064401 1.68561e-05
848 42.4 0.00646996 0.00641064 1.67023e-05
849 42.45 0.00644037 0.00638132 1.65499e-05
850 42.5 0.00641091 0.00635213 1.63988e-05
851 42.55 0.00638159 0.00632308 1.62491e-05
852 42.6 0.0063524 0.00629416 1.61008e-05
853 42.65 0.00632334 0.00626537 1.59539e-05
854 42.7 0.00629442 0.00623671 1.58083e-05
855 42.75 0.00626563 0.00620818 1.5664e-05
856 42.8 0.00623697 0.00617979 1.5521e-05
857 42.85 0.00620845 0.00615152 1.53794e-05
858 42.9 0.00618005 0.00612339 1.5239e-05
859 42.95 0.00615178 0.00609538 1.50999e-05
860 43 0.00612365 0.0060675 1.49621e-05
861 43.05 0.00609564 0.00603975 1.48255e-05
862 43.1 0.00606776 0.00601212 1.46902e-05
863 43.15 0.00604 0.00598462 1.45561e-05
864 43.2 0.00601238 0.00595725 1.44233e-05
865 43.25 0.00598488 0.00593 1.42917e-05
866 43.3 0.0059575 0.00590288 1.41612e-05
867 43.35 0.00593026 0.00587588 1.4032e-05
868 43.4 0.00590313 0.00584901 1.39039e-05
869 43.45 0.00587613 0.00582226 1.3777e-05
870 43.5 0.00584926 0.00579563 1.36513e-05
871 43.55 0.0058225 0.00576912 1.35267e-05
872 43.6 0.00579587 0.00574273 1.34032e-05
873 43.65 0.00576936 0.00571647 1.32809e-05
874 43.7 0.00574297 0.00569032 1.31597e-05
875 43.75 0.00571671 0.00566429 1.30396e-05
876 43.8 0.00569056 0.00563839 1.29206e-05
877 43.85 0.00566453 0.0056126 1.28026e-05
878 43.9 0.00563862 0.00558693 1.26858e-05
879 43.95 0.00561283 0.00556137 1.257e-05
880 44 0.00558716 0.00553594 1.24553e-05
881 44.05 0.00556161 0.00551062 1.23416e-05
882 44.1 0.00553617 0.00548541 1.2229e-05
883 44.15 0.00551085 0.00546032 1.21174e-05
884 44.2 0.00548565 0.00543535 1.20068e-05
885 44.25 0.00546056 0.00541049 1.18972e-05
886 44.3 0.00543558 0.00538574 1.17886e-05
887 44.35 0.00541072 0.00536111 1.1681e-05
888 44.4 0.00538597 0.00533659 1.15744e-05
889 44.45 0.00536134 0.00531218 1.14688e-05
890 44.5 0.00533682 0.00528789 1.13641e-05
891 44.55 0.00531241 0.0052637 1.12604e-05
892 44.6 0.00528811 0.00523963 1.11576e-05
893 44.65 0.00526393 0.00521566 1.10558e-05
894 44.7 0.00523985 0.00519181 1.09549e-05
895 44.75 0.00521588 0.00516806 1.08549e-05
896 44.8 0.00519203 0.00514443 1.07559e-05
897 44.85 0.00516828 0.0051209 1.06577e-05
898 44.9 0.00514464 0.00509748 1.05604e-05
899 44.95 0.00512111 0.00507416 1.0464e-05
900 45 0.00509769 0.00505095 1.03685e-05
901 45.05 0.00507438 0.00502785 1.02739e-05
902 45.1 0.00505117 0.00500486 1.01802e-05
903 45.15 0.00502807 0.00498197 1.00872e-05
904 45.2 0.00500507 0.00495918 9.99519e-06
905 45.25 0.00498218 0.0049365 9.90397e-06
906 45.3 0.00495939 0.00491392 9.81358e-06
907 45.35 0.00493671 0.00489145 9.72402e-06
908 45.4 0.00491413 0.00486908 9.63527e-06
909 45.45 0.00489166 0.00484681 9.54734e-06
910 45.5 0.00486928 0.00482464 9.4602e-06
911 45.55 0.00484701 0.00480257 9.37387e-06
912 45.6 0.00482484 0.00478061 9.28832e-06
913 45.65 0.00480278 0.00475874 9.20355e-06
914 45.7 0.00478081 0.00473698 9.11955e-06
915 45.75 0.00475895 0.00471532 9.03633e-06
916 45.8 0.00473718 0.00469375 8.95386e-06
917 45.85 0.00471551 0.00467228 8.87214e-06
918 45.9 0.00469395 0.00465091 8.79117e-06
919 45.95 0.00467248 0.00462964 8.71094e-06
920 46 0.00465111 0.00460847 8.63144e-06
921 46.05 0.00462984 0.00458739 8.55267e-06
922 46.1 0.00460866 0.00456641 8.47462e-06
923 46.15 0.00458758 0.00454553 8.39728e-06
924 46.2 0.0045666 0.00452474 8.32064e-06
925 46.25 0.00454572 0.00450404 8.2447e-06
926 46.3 0.00452493 0.00448344 8.16946e-06
927 46.35 0.00450423 0.00446294 8.0949e-06
928 46.4 0.00448363 0.00444253 8.02103e-06
929 46.45 0.00446313 0.00442221 7.94783e-06
930 46.5 0.00444271 0.00440198 7.87529e-06
931 46.55 0.0044224 0.00438185 7.80342e-06
932 46.6 0.00440217 0.00436181 7.73221e-06
933 46.65 0.00438204 0.00434186 7.66164e-06
934 46.7 0.00436199 0.004322 7.59172e-06
935 46.75 0.00434204 0.00430224 7.52244e-06
936 46.8 0.00432219 0.00428256 7.45378e-06
937 46.85 0.00430242 0.00426297 7.38576e-06
938 46.9 0.00428274 0.00424348 7.31836e-06
939 46.95 0.00426315 0.00422407 7.25157e-06
940 47 0.00424366 0.00420475 7.18539e-06
941 47.05 0.00422425 0.00418552 7.11981e-06
942 47.1 0.00420493 0.00416638 7.05484e-06
943 47.15 0.0041857 0.00414732 6.99046e-06
944 47.2 0.00416655 0.00412836 6.92666e-06
945 47.25 0.0041475 0.00410947 6.86345e-06
946 47.3 0.00412853 0.00409068 6.80081e-06
947 47.35 0.00410965 0.00407197 6.73874e-06
948 47.4 0.00409085 0.00405335 6.67725e-06
949 47.45 0.00407214 0.00403481 6.61631e-06
950 47.5 0.00405352 0.00401636 6.55593e-06
951 47.55 0.00403498 0.00399799 6.4961e-06
952 47.6 0.00401653 0.0039797 6.43681e-06
953 47.65 0.00399816 0.0039615 6.37807e-06
954 47.7 0.00397987 0.00394339 6.31987e-06
955 47.75 0.00396167 0.00392535 6.26219e-06
956 47.8 0.00394355 0.0039074 6.20504e-06
957 47.85 0.00392552 0.00388953 6.14841e-06
958 47.9 0.00390756 0.00387174 6.0923e-06
959 47.95 0.00388969 0.00385403 6.0367e-06
960 48 0.0038719 0.00383641 5.98161e-06
961 48.05 0.0038542 0.00381886 5.92703e-06
962 48.1 0.00383657 0.0038014 5.87294e-06
963 48.15 0.00381902 0.00378401 5.81934e-06
964 48.2 0.00380156 0.0037667 5.76623e-06
965 48.25 0.00378417 0.00374948 5.71361e-06
966 48.3 0.00376686 0.00373233 5.66147e-06
967 48.35 0.00374964 0.00371526 5.6098e-06
968 48.4 0.00373249 0.00369827 5.55861e-06
969 48.45 0.00371542 0.00368135 5.50788e-06
970 48.5 0.00369842 0.00366452 5.45761e-06
971 48.55 0.00368151 0.00364776 5.40781e-06
972 48.6 0.00366467 0.00363108 5.35846e-06
973 48.65 0.00364791 0.00361447 5.30955e-06
974 48.7 0.00363123 0.00359794 5.2611e-06
975 48.75 0.00361462 0.00358148 5.21309e-06
976 48.8 0.00359809 0.0035651 5.16551e-06
977 48.85 0.00358164 0.0035488 5.11837e-06
978 48.9 0.00356526 0.00353257 5.07166e-06
979 48.95 0.00354895 0.00351641 5.02538e-06
980 49 0.00353272 0.00350033 4.97952e-06
981 49.05 0.00351656 0.00348432 4.93408e-06
982 49.1 0.00350048 0.00346839 4.88905e-06
983 49.15 0.00348447 0.00345253 4.84443e-06
984 49.2 0.00346854 0.00343674 4.80022e-06
985 49.25 0.00345267 0.00342102 4.75641e-06
986 49.3 0.00343688 0.00340537 4.71301e-06
987 49.35 0.00342116 0.0033898 4.67e-06
988 49.4 0.00340552 0.0033743 4.62738e-06
989 49.45 0.00338994 0.00335886 4.58515e-06
990 49.5 0.00337444 0.0033435 4.54331e-06
991 49.55 0.00335901 0.00332821 4.50185e-06
992 49.6 0.00334364 0.00331299 4.46076e-06
993 49.65 0.00332835 0.00329784 4.42005e-06
994 49.7 0.00331313 0.00328276 4.37972e-06
995 49.75 0.00329798 0.00326774 4.33975e-06
996 49.8 0.0032829 0.0032528 4.30015e-06
997 49.85 0.00326788 0.00323792 4.2609e-06
998 49.9 0.00325294 0.00322311 4.22202e-06
999 49.95 0.00323806 0.00320837 4.18349e-06
1000 50 0.00322325 0.0031937 4.14531e-06
